FID,xcnt,ycnt
8849,111.883017427,145.762514794
8850,112.616625428,146.520712423
8851,115.353511902,143.292272545
8852,114.45212188,143.591668031
8853,112.461644778,135.098626887
8854,106.047418966,150.920823369
8855,108.003782796,151.967919429
8856,113.848644626,143.81658341
8857,113.94719261,145.485167773
8858,113.430000528,144.647339423
8859,114.303517517,143.896800443
8860,119.343086715,136.75160328
8861,119.730255091,137.157101721
8862,121.467415195,140.052353527
8863,115.908833218,149.276345428
8864,113.936362981,140.487453689
8865,79.2421705887,102.630632522
8866,82.6278515115,105.435277514
8867,83.8807668442,106.14718949
8868,85.0435278208,102.769930666
8869,84.942796155,101.570827279
8870,88.9428114762,99.6695537306
8871,88.3306391403,101.450251868
8872,87.7914309816,98.5423069248
8873,87.9309383414,100.296136122
8874,88.468551321,94.3499526393
8875,89.4153355236,96.1886121434
8876,86.1653272741,96.0219155112
8877,86.4267107174,96.9284287292
8878,88.1173577179,97.1890370224
8879,91.0346255831,98.7989969743
8880,91.9548800922,97.2575604699
8881,91.5672954904,100.352231852
8882,89.558152277,99.4689791715
8883,89.8513898537,99.2429961726
8884,84.4288743159,104.458182796
8885,84.1084718689,104.505026872
8886,81.0812934184,94.7549188447
8887,79.2649666413,95.7301244581
8888,78.8866233167,100.781595839
8889,75.4434756696,100.080805586
8890,78.8759279574,106.945499965
8891,85.3778127151,104.680936831
8892,79.6864023545,93.9884978729
8893,84.6422969596,104.22525833
8894,80.3878017217,96.1546532405
8895,78.9359767107,97.2953311353
8896,80.4948392642,105.031651469
8897,80.6898685228,94.4307620204
8898,80.2267598665,95.2694579406
8899,78.6986672663,95.7536352931
8900,78.1736407584,96.1657547519
8901,77.2011165398,96.665110949
8902,79.3844196812,96.1367270208
8903,80.2547230352,96.5306889197
8904,81.5165726937,94.1485973959
8905,82.3975621816,94.2951916327
8906,81.2874751504,97.121173107
8907,83.7453748161,98.4701185893
8908,84.1300692613,92.8904696171
8909,83.2111000334,93.3691766438
8910,82.8768309305,93.6304928712
8911,83.5992608238,95.3981978593
8912,83.3701868041,95.2855679379
8913,81.1548018231,97.7747935357
8914,80.3195476312,98.3156148277
8915,80.6464690668,99.9386759589
8916,79.9980939134,99.780690613
8917,84.0932993185,99.3106963256
8918,83.0293570731,100.488732831
8919,79.2890835382,99.5222474196
8920,78.6522717963,99.9086685505
8921,76.2495861632,99.2935772045
8922,77.1937730737,98.8770761991
8923,67.9188948088,77.6965670881
8924,68.557114199,77.1294851122
8925,69.120222004,77.615081065
8926,67.6431793464,78.6784579028
8927,71.4673097618,83.0909343258
8928,69.7453697346,78.8333419557
8929,68.7681600167,78.5749832806
8930,70.2233950129,78.053274524
8931,78.0462979185,80.6527605113
8932,78.560016099,80.1751031505
8933,77.9472285817,80.8737578489
8934,78.4736008635,80.7160883895
8935,77.6875478587,81.0509920227
8936,77.918050331,80.1827134944
8937,67.6619915493,80.418178684
8938,68.5271636987,80.1503611817
8939,68.4348142841,83.8002357727
8940,68.0457662794,80.0037332641
8941,78.2660562707,80.0880606683
8942,77.905161471,79.8959606946
8943,68.9480942957,75.7033848664
8944,69.6165700545,75.7700263204
8945,88.6287143352,84.1229174455
8946,65.8188180766,80.7175180659
8947,69.9821559067,83.5260519789
8948,70.6020845476,81.7225701977
8949,69.6841655435,84.5382281552
8950,68.9514329405,81.006173946
8951,72.8008655384,69.7376232969
8952,64.8362884455,81.3515682632
8953,65.4002951043,80.8684965428
8954,83.3401055542,78.5107193143
8955,91.6279760538,78.0712616159
8956,90.832253342,76.6502878423
8957,83.6298205261,77.7742087538
8958,85.3323789828,76.3936458818
8959,89.9616932693,74.6997745869
8960,68.8403808817,82.530884818
8961,69.9360068036,80.7870749259
8962,69.5486556656,81.2452940321
8963,79.7288344002,80.6099296128
8964,83.4128897476,79.4668743393
8965,67.1345562273,81.8186656221
8966,69.0752157196,80.3207060465
8967,68.5941654104,80.8375037494
8968,77.2986295501,82.0678751953
8969,76.0875206343,81.1811594164
8970,74.919369351,81.2952065754
8971,77.2108090169,80.8571327235
8972,74.0427174842,82.849112749
8973,73.4287790912,83.2150100429
8974,73.4393309415,82.687400671
8975,79.0303081926,80.5283390652
8976,71.2411702013,83.9963230888
8977,71.930651639,84.1471534454
8978,71.5952995485,84.8745022788
8979,72.4623912323,82.0084281356
8980,72.7010263435,83.5204307864
8981,72.8925270147,83.1042749913
8982,81.5302385148,73.8281089349
8983,82.1879063183,73.8257363929
8984,70.7118416554,83.7547590493
8985,74.8547215243,74.5262317376
8986,71.8890490945,84.5980973501
8987,73.3374952876,72.7560551031
8988,71.32158659,72.0933928653
8989,78.0420445946,86.7632828898
8990,73.2119168593,71.5531252078
8991,71.1460550122,72.5788915419
8992,68.9101625111,83.0370999137
8993,69.286558756,82.759379674
8994,69.5037413819,83.1430219858
8995,66.1139419179,81.4461829546
8996,83.0946228358,74.5185519009
8997,81.216960554,78.7281995301
8998,79.5204405188,76.772926394
8999,65.7391073613,81.2869816804
9000,79.2514678767,73.3941390286
9001,80.757419828,70.5238229514
9002,84.5139238212,83.788834152
9003,69.3872982106,74.3922856384
9004,70.3271368332,74.2220200218
9005,71.2710952696,71.6242604321
9006,70.7677149568,73.5501420658
9007,70.4434091161,72.5162275961
9008,69.7486686141,73.7081673182
9009,71.5487991305,72.9462252892
9010,73.5366712446,82.1951182359
9011,73.732160447,81.7586101437
9012,73.1543626892,82.0741718301
9013,73.0349868612,81.7126108194
9014,72.6256093447,82.5257419727
9015,76.7567606063,88.5448431464
9016,77.3963648392,88.7243827795
9017,76.8834598148,88.825236622
9018,76.2779019951,89.0573246696
9019,78.7531770818,88.8007108622
9020,89.0210255573,83.8350861606
9021,71.0263702007,85.1588618557
9022,82.1447089544,90.3134618988
9023,82.222979848,90.5933528773
9024,82.312090415,90.9042058764
9025,82.0918654366,91.0851340467
9026,83.107012849,91.9828883884
9027,82.3961740751,92.2529137698
9028,78.1430113377,88.49526561
9029,78.6096571361,88.240450275
9030,74.8522937164,77.9527304924
9031,76.3479229654,79.3549378273
9032,75.3352461774,79.6200758024
9033,73.5397975702,70.1504763044
9034,82.7029572477,81.8594475394
9035,80.9961777138,69.0043192485
9036,66.3981947507,78.1646817429
9037,66.7759854899,77.9992284467
9038,66.0375122313,77.1601314742
9039,72.6464969007,84.0789246712
9040,71.8116514854,82.653966518
9041,72.0534153117,82.964609462
9042,72.1052249986,83.5454872968
9043,71.616077592,82.082249444
9044,73.0991189616,81.0009775999
9045,83.226166761,86.0438750387
9046,79.8042253102,85.1892503914
9047,80.6553601799,87.0156459746
9048,71.0849569372,75.3373156277
9049,72.1415084609,75.2341270528
9050,70.1492679724,77.270173046
9051,70.7784173599,76.7946653919
9052,71.7298312221,76.2065641514
9053,70.5888298604,75.4910368729
9054,71.9855808291,77.5969391686
9055,71.3077863387,73.9860720001
9056,72.3016445589,73.4884274472
9057,71.4272893599,73.414735526
9058,71.5110856625,74.5546781268
9059,73.1671562054,74.2145015748
9060,88.4591932798,78.0631271464
9061,72.5256619368,67.7019674032
9062,72.2364685767,72.4096347547
9063,71.546956578,70.8509472829
9064,68.0053219197,82.2294323194
9065,68.1143635461,82.7665850898
9066,69.1963242247,82.1847771389
9067,76.0736357255,76.8290636395
9068,66.0090631364,77.9621764802
9069,66.5953437444,77.4525873757
9070,66.6416974515,76.9217153228
9071,67.0415090062,77.5400736459
9072,66.3910878755,77.1350212421
9073,66.9090214299,76.7477862827
9074,67.1991515341,77.2089862293
9075,77.2726238936,69.5403443787
9076,77.0547164844,73.2490005256
9077,76.625788144,75.1572257613
9078,78.4737935984,69.9210638857
9079,77.9278959131,71.6722406605
9080,75.7655643647,73.3225327439
9081,79.235737582,68.5849435324
9082,74.6906871026,72.3899606141
9083,76.3987803112,69.6930825277
9084,82.6803887461,65.1533279625
9085,79.4751144414,64.7244520264
9086,74.7358229047,69.2413721332
9087,75.38417278,70.7777861955
9088,76.5967403572,70.3403883746
9089,77.4061861469,70.8697574273
9090,76.8961544128,70.5245027014
9091,76.5616593869,70.8587520932
9092,70.3058059789,79.6248841537
9093,105.859775201,106.63891099
9094,105.986672984,104.012540862
9095,104.766891294,103.882257032
9096,104.150736529,103.339050026
9097,103.779716439,104.05182558
9098,108.615911599,91.5796762314
9099,114.280470314,111.40109837
9100,120.779850624,101.973550296
9101,114.706631758,109.326387236
9102,113.510805573,109.2679589
9103,113.581704969,109.987163953
9104,114.275328773,108.36036921
9105,114.173079248,109.394856838
9106,92.4497674894,93.9487485109
9107,110.358925246,105.69168577
9108,112.587449596,108.37886892
9109,114.125776955,103.285028715
9110,100.624447264,98.9066827624
9111,113.93662847,105.032662228
9112,114.272745484,105.785272534
9113,117.694566891,90.9071729331
9114,108.766448237,89.3047437718
9115,114.381815468,109.991277822
9116,113.287323949,110.120551875
9117,119.533929125,96.3407513518
9118,114.971813206,93.4227395881
9119,117.356023583,95.8962993036
9120,118.520176051,95.1536687728
9121,117.974122391,94.8079456319
9122,117.854990608,108.55179944
9123,119.285010983,94.6584959155
9124,117.07957726,95.157722333
9125,117.685674029,93.6523103519
9126,120.208374685,108.560765073
9127,116.143306341,94.5250837661
9128,117.496525477,95.2647324917
9129,115.271961609,103.892158386
9130,116.56742727,104.321509367
9131,115.363061315,104.361336059
9132,114.810451385,102.854253088
9133,116.02145055,92.787871215
9134,115.916540156,100.811738713
9135,120.087462607,102.838380892
9136,118.885186546,94.1667672892
9137,119.090385756,93.7572674566
9138,118.457950104,94.6739696556
9139,119.497830865,96.1854448181
9140,119.142848425,95.8358583657
9141,120.844122727,103.179383837
9142,118.459586048,95.7462161388
9143,119.206199635,96.0651970185
9144,115.987264934,97.3610141785
9145,117.252243326,97.0051956254
9146,116.466639739,98.0849240567
9147,116.873028631,94.0779801095
9148,118.942334904,96.275252097
9149,117.853525728,101.505239866
9150,116.500865034,100.770742559
9151,117.972376103,94.0529974251
9152,117.013073503,88.0925619197
9153,120.284505184,101.496017881
9154,120.342271022,101.875975975
9155,119.802733382,100.71569899
9156,119.645626944,100.940815726
9157,119.791130189,99.8110284459
9158,119.216078479,99.0357978578
9159,107.911217429,91.1765221993
9160,114.676730476,104.537092013
9161,109.047907896,110.590684551
9162,120.310660897,106.387851984
9163,115.853682585,104.148306914
9164,117.208432684,98.4233132951
9165,119.272601476,104.704151934
9166,118.141051562,96.8628522443
9167,118.520149288,97.3563008492
9168,118.700271831,105.196258037
9169,118.387051759,92.3298745976
9170,118.453959466,96.4171178971
9171,119.269103497,103.100792755
9172,108.431419914,100.771716034
9173,120.557886017,105.459714731
9174,117.396811998,91.6802653588
9175,105.362592946,101.457174256
9176,116.21723644,101.40464191
9177,119.144145323,95.1629172282
9178,115.848381774,93.8059019009
9179,100.562454973,100.981940558
9180,110.7120169,93.9810428739
9181,110.614997953,94.4144531064
9182,104.854528365,98.6636764371
9183,116.471845463,96.9216178075
9184,117.318915257,97.7120016644
9185,117.474134395,91.9699757854
9186,115.584311368,96.2762108762
9187,117.757032639,94.5519269681
9188,119.234925476,101.380096212
9189,120.728704184,101.540486758
9190,104.488104266,98.400179584
9191,116.167105415,95.9857276674
9192,116.698137961,95.7268041722
9193,118.289498971,90.6329544438
9194,115.583398711,95.4455836859
9195,117.522156995,100.038138434
9196,119.218747614,102.417105258
9197,109.478845035,110.506772096
9198,112.755236334,106.230875663
9199,119.695345994,102.220000896
9200,119.381940301,100.978392507
9201,119.996301718,101.070267177
9202,117.634706941,89.8141070637
9203,120.560668901,100.542286373
9204,120.741301348,101.117285839
9205,111.503162511,110.283117697
9206,101.856145723,102.256267243
9207,102.128546685,100.670623478
9208,104.566719088,93.3106845159
9209,109.877342892,110.480006939
9210,117.763193327,103.972992251
9211,102.676729075,101.581422724
9212,120.292543869,100.375850525
9213,119.928475292,100.417560101
9214,120.216742363,99.124300308
9215,119.830882976,101.452502106
9216,116.466063947,88.4778151983
9217,113.859203381,110.808888315
9218,120.205767392,99.8136528508
9219,116.28778823,104.68126043
9220,116.183464615,88.9015530408
9221,120.799489369,103.945931591
9222,114.90968048,95.4177867614
9223,116.402476031,95.263331633
9224,118.067998044,95.8232774022
9225,119.346848244,95.1071280319
9226,117.725889962,93.0722235314
9227,120.003978119,103.748959977
9228,118.054510665,91.6065493674
9229,115.630723083,105.761205692
9230,119.777840543,108.996372479
9231,112.180497002,110.209730811
9232,103.22678621,102.954605649
9233,118.478760701,102.614394272
9234,101.31517645,101.753633718
9235,101.586646191,96.5708188872
9236,110.966215013,104.109400183
9237,113.71858865,103.908380864
9238,104.716210823,102.848288571
9239,115.652307806,102.157257648
9240,107.284492955,108.894494474
9241,116.787584414,104.882132865
9242,107.333217027,102.107785368
9243,110.624243091,106.798298715
9244,106.132296852,100.973770011
9245,105.991774062,102.866836099
9246,115.129594223,138.622542124
9247,117.580070513,148.617783333
9248,116.990557319,148.282969039
9249,116.630766332,148.88605722
9250,117.230835254,149.238897701
9251,117.93747404,149.224759408
9252,116.99283213,148.852396941
9253,112.293104404,148.590282722
9254,112.211261578,135.144261108
9255,117.701365855,151.409339748
9256,117.909562846,140.228092413
9257,114.052985146,137.522340522
9258,118.411572453,142.085503191
9259,118.0154992,148.811937267
9260,109.907728141,150.287758405
9261,110.549490661,149.781846581
9262,111.370061364,148.767122066
9263,115.163334801,136.656281004
9264,113.479203751,138.948829484
9265,120.968420361,138.579720896
9266,120.742798178,140.032707417
9267,120.641313805,139.352265708
9268,120.546055435,138.981773839
9269,116.560501006,142.195644489
9270,116.683522849,141.702507886
9271,116.734762152,141.008059164
9272,117.332083228,140.905140462
9273,109.677467846,156.961050094
9274,117.711276675,141.280845864
9275,118.071976002,141.126613851
9276,118.026807315,140.795894682
9277,120.331860825,137.672872389
9278,120.674402323,137.583389474
9279,121.195264075,140.09752045
9280,120.438703315,138.642776267
9281,120.265471922,138.295748978
9282,120.670859319,138.692955803
9283,120.567043613,138.034963831
9284,117.284296674,141.631223191
9285,116.620448793,142.749370696
9286,117.253748679,140.517919396
9287,117.014288821,140.933919246
9288,118.29332724,146.768857901
9289,117.97342676,145.996601712
9290,119.753786609,138.464651637
9291,112.226716178,153.1313898
9292,117.624755873,140.828140413
9293,120.147952787,137.37405614
9294,120.470147458,137.690146027
9295,120.461795405,137.497337906
9296,120.505765348,137.624567341
9297,120.265878373,136.877424955
9298,120.411888751,136.502080047
9299,120.883316923,137.733262303
9300,121.297043078,138.330228231
9301,121.109992034,140.34166098
9302,121.281305368,140.257805766
9303,120.855505204,139.524612369
9304,120.804621846,139.444447538
9305,120.806132876,138.526066506
9306,116.627342586,142.07202759
9307,116.71840705,142.251437136
9308,116.814517711,141.985057689
9309,117.043342563,141.832344093
9310,116.626494814,141.515700005
9311,116.893145464,141.450592528
9312,116.515439197,141.792076438
9313,117.448971305,140.091855579
9314,117.006883928,140.672898536
9315,110.223082983,152.223890416
9316,110.629261917,155.18550845
9317,111.099716856,155.13993693
9318,111.825445217,155.28085962
9319,112.442328622,155.234564592
9320,111.523360508,156.087857079
9321,120.194554237,138.82249937
9322,112.122742217,154.028267876
9323,117.982939239,140.433321422
9324,119.914687934,137.359345496
9325,119.933236205,137.139829412
9326,120.252190394,147.727810831
9327,114.054331329,138.27485657
9328,114.278861298,138.27659329
9329,114.199271727,137.89594985
9330,113.259783801,138.982799395
9331,113.759948774,138.579005768
9332,120.801712211,137.824028222
9333,113.668918338,145.329714489
9334,112.179101489,144.626462127
9335,113.554515783,144.34416731
9336,120.879352139,140.146412428
9337,121.022074803,139.81323856
9338,121.081284588,139.655350937
9339,120.663794214,139.648566158
9340,120.427543036,139.567798132
9341,120.308549365,139.556295468
9342,120.320586778,139.247801809
9343,120.296407741,138.695387372
9344,120.175018422,138.074106455
9345,120.067914405,138.370997432
9346,121.026368293,138.966586814
9347,116.953520762,143.379651044
9348,116.78666154,143.118908953
9349,116.4218704,142.314320336
9350,116.778259081,150.037072208
9351,110.852572364,154.478856411
9352,110.976026647,156.780566509
9353,108.187356773,155.465850713
9354,113.183472707,155.272204385
9355,112.176730813,156.245367063
9356,112.120354725,155.842962953
9357,121.674022681,146.770364485
9358,118.671275828,148.579328435
9359,112.862504481,149.762519667
9360,113.600478305,148.998587518
9361,119.439439725,150.012571536
9362,122.322951629,147.401451658
9363,120.433642066,146.859679403
9364,120.244996477,145.952647074
9365,120.033329214,146.807234942
9366,122.378683881,148.791878054
9367,121.878406039,149.929188002
9368,111.211839981,156.214600225
9369,118.249567112,152.653847814
9370,117.581075332,146.941402414
9371,116.995683693,146.845322155
9372,117.551745161,145.803964926
9373,117.194280167,145.998907657
9374,117.185727789,146.402697445
9375,119.361193771,138.634650711
9376,119.320467267,138.810682432
9377,119.898886135,138.726051832
9378,120.061403505,139.011682618
9379,117.039465644,145.457945778
9380,112.769641292,153.186097345
9381,111.915334995,152.833118835
9382,119.407245076,145.902816447
9383,119.57528626,144.425194362
9384,121.466362421,149.151818868
9385,121.228715093,149.74963018
9386,112.941321512,142.207442783
9387,119.307664004,145.255161927
9388,114.642330862,141.4349539
9389,122.143160718,145.146241527
9390,119.648521854,144.684293678
9391,119.32812968,145.612363873
9392,120.256274433,145.05463753
9393,122.479349513,147.916028692
9394,114.324150152,142.93603574
9395,112.618552308,143.453196192
9396,112.524081239,154.322450282
9397,111.808135498,154.076052672
9398,118.126679824,139.297226381
9399,112.835059572,150.436282711
9400,112.39934693,150.630758147
9401,112.222113951,150.149880028
9402,111.816379859,150.651677036
9403,114.07617125,139.637684366
9404,120.251690892,137.191600042
9405,120.350074956,146.315120916
9406,119.748783374,145.327307967
9407,120.147570116,145.639255736
9408,119.805278495,145.213076493
9409,121.004068537,146.086846739
9410,120.093225283,144.748926153
9411,111.21246463,154.136198264
9412,119.021959903,143.456423326
9413,111.808069893,151.905974119
9414,118.900776813,144.439863708
9415,119.281448586,144.197706158
9416,118.942600039,144.683027872
9417,119.97286207,145.018091374
9418,118.036515584,140.611109945
9419,118.693456732,143.6869798
9420,119.927463271,142.129367632
9421,119.124220719,142.817351875
9422,119.558377366,141.975906701
9423,119.319457478,142.771341939
9424,113.3476253,145.855554082
9425,119.241658052,141.703421458
9426,120.790425314,142.675982095
9427,120.116115886,142.543709969
9428,121.422960858,140.407419649
9429,121.064829759,142.380905832
9430,120.46831433,145.596226856
9431,120.77105073,141.949901946
9432,120.751588804,141.601931459
9433,121.253264055,143.814695293
9434,122.0450588,147.022316543
9435,121.619057171,146.206597421
9436,121.798067327,147.876684769
9437,120.77907674,144.24835484
9438,121.990418408,143.186473683
9439,120.211930191,142.161233692
9440,121.728450781,141.149617223
9441,120.421200409,141.011036969
9442,121.416564418,142.081878172
9443,120.893206486,143.267819025
9444,113.157186748,147.134844789
9445,118.982048193,144.973072019
9446,116.294721956,147.933319608
9447,119.070015769,142.214099264
9448,119.182964353,142.494520299
9449,112.861967494,143.857564859
9450,113.701398856,146.704586724
9451,111.904279013,147.71418804
9452,113.046027975,136.793219828
9453,115.583184244,140.882678537
9454,113.009465185,148.8675946
9455,113.482488704,148.2216032
9456,119.099963529,151.812984277
9457,117.780020856,145.274866655
9458,113.075107165,147.761115908
9459,112.219603106,146.469762389
9460,116.565230155,145.544621215
9461,112.800058709,147.250432382
9462,113.457059799,146.409585979
9463,112.681787024,149.410733789
9464,114.112149634,148.842880118
9465,117.295892532,148.892068761
9466,116.592829727,148.447365368
9467,115.407566911,148.904817468
9468,117.150088105,139.59184109
9469,113.651958272,145.852355951
9470,118.082721202,148.497615019
9471,108.58706134,132.6616072
9472,108.05095744,132.277767972
9473,107.894612105,132.345521516
9474,107.767656064,132.067153087
9475,107.584751668,132.131472583
9476,108.884410155,136.507528881
9477,108.883328518,136.203223716
9478,105.214719583,137.544407515
9479,104.681575325,137.350885909
9480,104.254234359,137.786039519
9481,102.882205571,141.910634307
9482,103.620189743,140.392625946
9483,111.422566817,136.658933007
9484,110.956088561,137.252693438
9485,110.818323952,137.061778172
9486,110.679280196,137.001711572
9487,110.426017759,137.327336362
9488,110.665507087,137.454042896
9489,110.198754367,136.837297414
9490,110.648793988,136.734881022
9491,110.313207005,136.986988295
9492,103.18285024,137.308112661
9493,103.68840324,136.982874882
9494,102.480767266,137.388692335
9495,108.638329796,130.499985464
9496,108.30960539,130.552576217
9497,108.154268252,130.586251751
9498,108.128381249,129.818056305
9499,108.047915473,129.755340478
9500,107.882994615,129.528165339
9501,107.579920488,129.484148287
9502,107.701722664,129.387275112
9503,108.30403225,129.665113106
9504,107.943018555,129.258962282
9505,108.119710536,129.469361439
9506,108.357640443,129.117923659
9507,108.465507921,129.227950941
9508,108.231271015,129.340924505
9509,108.113760426,129.083942486
9510,108.259943568,129.010035721
9511,108.817419802,129.60850209
9512,108.88452322,129.479085356
9513,108.893544486,129.021052502
9514,108.626485578,128.468914946
9515,104.92681803,141.668232223
9516,103.522557004,141.285155522
9517,105.174101562,140.757614059
9518,103.044007051,141.5555593
9519,105.517781057,140.40410013
9520,108.240841829,134.987107415
9521,108.451352065,135.34849854
9522,108.804033046,135.905664971
9523,108.621984644,135.672229217
9524,105.230312071,132.677691837
9525,105.050903502,131.99094267
9526,105.578248177,132.426730324
9527,104.825475045,132.422473634
9528,106.439321377,132.248974328
9529,106.005146562,132.486840692
9530,106.688141044,131.904430302
9531,105.957154144,131.530397777
9532,106.420681531,131.667007157
9533,106.14153678,131.850611041
9534,105.468842679,131.654128666
9535,105.739131906,131.59918199
9536,105.793565228,132.015734087
9537,108.792306556,128.082577005
9538,108.478242982,129.50094478
9539,108.643949616,129.309706967
9540,108.730920238,129.436555526
9541,109.047209115,130.071795002
9542,108.654438061,129.741524678
9543,108.511717707,129.728278014
9544,108.608678333,129.89366557
9545,108.305789854,130.237679184
9546,108.21754207,129.996021747
9547,108.379910296,129.922048939
9548,108.524635068,130.224419265
9549,108.702142901,130.104510668
9550,108.889501686,130.280835263
9551,109.808366519,130.26427389
9552,109.757389347,130.039234365
9553,109.736065801,130.368817622
9554,109.831488976,131.118565856
9555,109.789718535,130.818064201
9556,109.103195816,137.155140855
9557,107.629834695,131.462314587
9558,108.110434397,130.271210096
9559,108.002037975,131.479845016
9560,108.206391079,131.567814846
9561,108.352683312,131.586920024
9562,107.706732406,129.678740171
9563,107.593470861,130.72536473
9564,107.337405118,130.6083577
9565,106.721932596,129.814840213
9566,106.366036976,130.076623185
9567,106.598572756,129.882066816
9568,106.430365967,129.816173654
9569,106.256921664,129.811721613
9570,106.419643765,129.667673374
9571,106.597166629,130.251225076
9572,106.445925172,130.355638072
9573,106.776960267,130.407386282
9574,106.705407975,130.75892968
9575,106.596122804,130.650246369
9576,105.859678401,137.697222979
9577,106.176600499,138.517027562
9578,106.702188732,138.639623394
9579,106.487776067,138.15020607
9580,107.518032786,137.795912801
9581,107.131039272,137.947912129
9582,106.91453949,137.780324616
9583,106.886660744,138.271774847
9584,107.310810702,137.758273932
9585,107.186695151,137.10173843
9586,106.730449139,137.410170067
9587,106.195095699,137.798612038
9588,106.291707463,137.634455616
9589,103.83269341,138.093529719
9590,109.789188278,131.393452495
9591,109.637967807,131.066024306
9592,109.71864141,130.638523823
9593,109.973521183,130.567931018
9594,110.049473303,130.668265006
9595,109.957308063,130.355861974
9596,110.577600748,130.327541862
9597,110.284153085,130.018650595
9598,110.759923418,130.341932542
9599,110.665229213,130.546459734
9600,110.943682938,130.162985869
9601,111.032070046,130.535370433
9602,111.293960918,130.333233023
9603,111.230203889,130.138948594
9604,111.166265768,130.332668709
9605,111.289521792,130.573572633
9606,111.43124628,130.64875392
9607,111.598375923,130.786230978
9608,111.661858583,130.60209257
9609,110.31116873,130.363438976
9610,106.86365384,130.649045535
9611,107.054527258,130.659336138
9612,106.558106106,130.516924115
9613,106.883955018,130.950357775
9614,107.063564543,131.003867135
9615,107.223546645,130.93158853
9616,107.338742353,131.167293149
9617,106.778353891,130.156101904
9618,106.930469929,130.028418645
9619,106.983905226,130.390844326
9620,107.123021904,130.324523075
9621,107.455571947,130.921809019
9622,107.739647839,131.389249808
9623,107.620768906,131.301408295
9624,107.572769881,131.178855151
9625,107.66259372,130.946460147
9626,107.867281039,131.305016479
9627,107.780962533,131.150190006
9628,106.964688178,129.528908655
9629,107.318958186,129.587314224
9630,104.465697923,138.534506284
9631,110.687294735,129.746300899
9632,111.264230761,128.650631415
9633,111.354155685,130.854934903
9634,111.209860517,130.909102747
9635,111.767403074,130.987751349
9636,112.545961984,131.384033719
9637,111.504957465,130.999861536
9638,111.971675376,131.046806291
9639,112.207888243,130.936140474
9640,112.762514454,130.827666613
9641,110.98431953,130.79435736
9642,111.162464507,130.705183474
9643,110.687649793,130.737781347
9644,110.67431851,130.638884623
9645,111.031582765,131.077788119
9646,110.833813052,130.971745541
9647,110.7282763,130.867762204
9648,110.409113857,130.873286318
9649,110.643678385,131.291830768
9650,110.070214102,131.107390424
9651,106.989376722,129.702249325
9652,107.169659292,129.97995718
9653,107.158823821,129.846499618
9654,107.283733585,130.133698811
9655,107.469409929,129.860701887
9656,107.358319205,130.364899012
9657,107.685218462,130.548059028
9658,107.513265185,130.243476796
9659,107.849036823,130.878847522
9660,107.800933508,130.243837007
9661,108.000569579,130.678990959
9662,107.994034267,131.048526243
9663,108.072053643,131.145546876
9664,108.060276022,130.886063063
9665,108.099979047,131.319575586
9666,108.252719138,131.31468166
9667,106.106549711,130.056219826
9668,106.054043184,130.586891928
9669,104.510587696,138.978439289
9670,111.953591082,136.656310116
9671,112.151929866,137.079304908
9672,102.913225184,138.357178526
9673,105.167110276,136.156708995
9674,105.351353746,135.730020843
9675,105.499970713,134.793061601
9676,106.468840053,134.205496025
9677,106.431604106,135.325077433
9678,109.526913346,131.312686915
9679,110.271253096,131.205789397
9680,109.551308177,131.648227892
9681,109.970888611,133.876479606
9682,105.567689836,136.976179308
9683,111.236901051,133.792496998
9684,111.290040625,136.361583797
9685,109.838513762,133.928481695
9686,109.806973199,134.222104458
9687,111.037364972,136.381098726
9688,110.826846521,136.462374313
9689,110.505215679,136.472213099
9690,110.075336866,136.589903908
9691,110.26912476,135.59302751
9692,110.259105041,135.279744041
9693,102.732725065,136.336261201
9694,102.691287452,135.871671279
9695,102.304884961,135.602398871
9696,100.984659465,133.849316215
9697,103.210388291,136.141707879
9698,103.455275539,135.875171221
9699,103.276748406,135.630751419
9700,103.648483965,135.022211074
9701,104.122970284,135.896557935
9702,106.528963447,136.532218925
9703,106.057584503,134.431352074
9704,106.7575983,134.864678673
9705,107.009522073,135.598194431
9706,107.127953138,135.132760716
9707,107.579040578,135.1686219
9708,107.355613236,135.143976116
9709,107.24734653,135.498175424
9710,107.101674532,134.587211511
9711,107.33943296,134.667932382
9712,110.311105466,135.958042649
9713,110.432440299,136.166405021
9714,110.679586421,135.447307194
9715,110.786141777,136.126353161
9716,110.658634287,135.85616368
9717,111.243148588,136.132451055
9718,111.07066867,135.940494185
9719,111.189661316,135.773606752
9720,111.065422849,135.559138937
9721,111.445850034,135.512173515
9722,111.409547912,135.376806761
9723,111.483502685,135.633041481
9724,111.520351715,135.757850231
9725,111.578121125,135.987488353
9726,111.710644182,135.149556955
9727,111.890079044,135.650808045
9728,103.11142317,134.460045857
9729,102.9101656,133.909512847
9730,103.342607993,134.207908741
9731,103.012570482,133.326488219
9732,103.64525269,134.005575924
9733,102.467496997,135.093940213
9734,102.781503951,135.156232577
9735,102.32711791,134.654782703
9736,102.737490181,134.59823577
9737,102.413701127,134.200429598
9738,101.841018493,134.222864568
9739,107.619547033,134.903067596
9740,107.466723987,134.98490696
9741,106.474492497,133.512310948
9742,106.59114622,133.683634732
9743,106.601596806,133.868814426
9744,106.810657214,134.027547935
9745,106.206591699,133.59626781
9746,106.074497353,133.293285954
9747,106.301830795,133.883044305
9748,105.952254726,132.997499797
9749,105.553348593,133.552613764
9750,104.903819859,133.214647353
