FID,xcnt,ycnt
13082,122.036533302,135.766612321
13083,120.543533051,135.804421925
13084,121.19697702,135.567578348
13085,120.640492908,135.977735577
13086,123.203061661,135.743208652
13087,122.99093783,135.717404373
13088,123.065507446,135.648997517
13089,120.733022291,136.145048581
13090,121.185669085,135.892728894
13091,121.169694316,135.843336578
13092,120.828475649,136.323576855
13093,121.324263362,136.155434267
13094,121.300480427,136.112028819
13095,121.27692253,136.06858111
13096,121.252436935,136.024279778
13097,119.221481225,128.198451506
13098,118.365676337,129.002363493
13099,123.102031397,141.049918121
13100,121.413663197,132.148631153
13101,122.471246988,137.999908316
13102,122.768536796,139.469505357
13103,122.206560266,138.100169167
13104,122.526311059,139.424652237
13105,121.962731643,137.760152853
13106,122.643928452,138.554801502
13107,122.692713507,136.952745705
13108,122.682929211,138.89530258
13109,122.719431721,138.62078303
13110,123.504284153,140.351050906
13111,123.685411383,140.635747334
13112,119.315911193,132.126636148
13113,122.48229852,137.207737971
13114,122.242039386,134.738796929
13115,121.936971016,137.35535285
13116,122.170384259,136.63825958
13117,122.785695483,137.008364948
13118,122.680844962,137.215655227
13119,121.943267214,136.166073279
13120,121.713730582,135.802451163
13121,121.808810698,137.351308743
13122,121.809678378,135.977136962
13123,121.967400266,137.603960739
13124,122.392255128,136.687872566
13125,122.230455499,136.747067813
13126,121.914941698,134.288483916
13127,122.596320691,137.061350206
13128,122.539432645,136.579600584
13129,121.820083297,136.557166974
13130,121.505413803,136.486946233
13131,121.623158681,135.908399527
13132,120.519631822,135.160405423
13133,120.744902056,135.184035695
13134,122.209437034,135.671741645
13135,123.389091666,140.336013668
13136,122.48398871,138.285504829
13137,122.418034433,138.449839443
13138,121.576339073,136.335145902
13139,123.124113244,139.799831487
13140,122.974831519,139.730234337
13141,124.190910789,140.916850242
13142,119.996734964,130.354949606
13143,120.608082811,133.044996442
13144,121.519622965,134.007075939
13145,121.838698744,133.861005484
13146,122.071085047,133.997396664
13147,121.631610462,134.614829343
13148,121.429579014,132.823644303
13149,121.358426745,132.981630494
13150,121.887832689,136.160966947
13151,120.594622529,133.400735611
13152,122.774883086,135.710700469
13153,122.359762832,135.810817118
13154,122.379213872,135.579090959
13155,121.244270369,136.313724424
13156,121.108034412,133.455892395
13157,119.387758013,131.901962999
13158,122.058841839,134.938724385
13159,121.87259391,134.652451209
13160,121.897713929,134.497665788
13161,120.343237739,134.803903773
13162,121.379809622,135.637722486
13163,118.464962682,128.074288272
13164,122.796920038,135.613478989
13165,121.69653069,136.038855285
13166,120.654959525,134.220684522
13167,122.506869433,138.390353034
13168,120.648663562,135.009301674
13169,120.722997695,134.96776272
13170,120.867128387,135.23009296
13171,120.819697735,135.143203425
13172,120.840651813,135.359442619
13173,120.915443833,135.318485686
13174,120.93839592,135.538607261
13175,121.061095868,135.585088622
13176,121.013604545,135.498087108
13177,121.032350649,135.712431389
13178,121.147243134,135.769070279
13179,121.10781877,135.672777619
13180,121.216969107,135.958773838
13181,122.373050872,136.07126475
13182,119.717893894,129.554081866
13183,119.137849903,128.751483829
13184,120.916451006,129.637575121
13185,120.956636801,129.918716483
13186,120.552764853,129.995859598
13187,120.711578016,130.038270791
13188,120.214875088,129.883243586
13189,119.536782449,129.209289565
13190,119.352956203,129.372864064
13191,119.410619414,129.066733229
13192,119.587966674,128.962231207
13193,119.948308212,129.984797709
13194,119.907288902,129.89469886
13195,120.679595258,130.26300805
13196,120.662880734,130.212626238
13197,119.584502451,131.906340435
13198,119.334604667,132.160022902
13199,119.358348799,132.202920001
13200,119.285364141,132.069872446
13201,119.540432282,132.19817364
13202,119.600743047,132.29352749
13203,121.141193593,132.584670276
13204,121.236007491,132.758325067
13205,121.200330017,132.693496456
13206,121.164854425,132.62826416
13207,118.855793018,132.474184772
13208,121.625594743,132.734950103
13209,121.47948472,132.915536409
13210,121.404958343,132.778561533
13211,121.380733067,132.735622352
13212,121.745687442,132.922328816
13213,121.283377009,132.844934821
13214,121.259478562,132.801604903
13215,121.223967331,133.024652305
13216,121.16287903,132.913009103
13217,121.284133504,133.134566857
13218,121.476369753,133.198322262
13219,121.452672943,133.155064954
13220,121.405474355,133.068522597
13221,121.896377242,133.124668674
13222,121.621627208,133.17524507
13223,119.12510235,133.151703125
13224,121.523680514,133.284993589
13225,121.499811175,133.241770145
13226,121.402565941,133.350765238
13227,121.378809263,133.307963152
13228,119.983676,132.992758987
13229,122.056297502,133.36566424
13230,121.788495578,133.480369983
13231,120.701573048,134.659661148
13232,120.676636069,134.616242626
13233,120.080687335,134.934831007
13234,120.898714102,134.666580441
13235,120.874714291,134.62270013
13236,122.530162863,135.125897583
13237,122.566949531,135.192453913
13238,120.163020678,135.089775776
13239,120.48670776,134.949332542
13240,120.407023603,134.977014829
13241,121.021793813,134.891762975
13242,120.998006389,134.848262231
13243,120.973272032,134.803139881
13244,120.257208404,135.270443626
13245,120.558707589,135.088608814
13246,120.534023911,135.043380062
13247,120.937651081,135.050790654
13248,121.099397366,135.008473681
13249,121.052854512,134.987949947
13250,121.140765136,135.109098337
13251,121.11676268,135.065471203
13252,123.090058116,135.262669334
13253,120.352012781,135.449854413
13254,120.600383682,135.330732976
13255,120.701397398,135.29302233
13256,122.55393657,135.458041019
13257,121.065698394,135.326011201
13258,121.164602577,135.152541775
13259,121.189042675,135.197442357
13260,121.214711924,135.244829219
13261,120.44843365,135.626869844
13262,120.763163837,135.430091685
13263,120.734731847,135.388293242
13264,121.114391609,135.416096476
13265,121.238026059,135.287344085
13266,121.581185857,136.620838143
13267,121.820202434,136.724226311
13268,121.923119991,136.723828595
13269,120.981779422,136.608502141
13270,121.217437703,136.270067076
13271,121.616788245,136.422659253
13272,122.929000037,136.81138625
13273,122.69219597,136.55500873
13274,122.783792022,136.510506886
13275,121.160030896,136.951589414
13276,121.530139576,136.878467722
13277,121.584009199,136.760378496
13278,121.640582799,136.701682935
13279,121.543503982,136.552473847
13280,122.576370443,136.644733399
13281,121.884620735,136.933668295
13282,121.295300322,137.186571643
13283,121.714792015,136.838842463
13284,121.428687811,137.414293081
13285,121.879382602,137.171760212
13286,122.124890947,136.552205808
13287,121.475940882,137.590032933
13288,121.563549139,137.739837061
13289,122.045408726,137.474546983
13290,122.572838328,137.018358724
13291,122.416026135,137.505266504
13292,121.66443379,137.907636803
13293,122.532231789,137.721040353
13294,122.915395405,137.423943823
13295,122.812914057,137.496938629
13296,122.805051748,137.277851219
13297,121.753870382,138.128047205
13298,122.105118727,137.873515621
13299,121.875931094,132.63999605
13300,131.119514403,263.947769638
13301,131.861581899,265.162425304
13302,130.190801849,262.929572353
13303,130.506328397,262.908646882
13304,131.076067025,262.970848877
13305,130.873214001,262.691393332
13306,130.911106475,262.794699189
13307,131.200100447,263.131616098
13308,131.282445242,262.835887127
13309,133.376923195,272.883715317
13310,133.829292024,272.230263837
13311,134.612201042,272.218774238
13312,134.579469785,271.679587489
13313,136.512784617,187.133338965
13314,122.331220065,198.749375188
13315,122.244924487,198.137899014
13316,122.204072714,198.436043773
13317,123.74268212,197.999840439
13318,123.53502183,196.774073193
13319,126.497862702,198.734585556
13320,124.566225687,195.430441325
13321,125.398820012,194.244679854
13322,130.732248959,194.604139254
13323,129.61504934,192.249542681
13324,127.467459631,219.734792284
13325,130.527555845,218.310633812
13326,130.496216358,214.801817735
13327,126.970281686,195.614249962
13328,127.014048399,194.272189131
13329,125.978120069,195.883915803
13330,126.0603122,194.598270194
13331,138.947782104,216.503024662
13332,144.137786752,215.534022319
13333,138.860596391,190.164770716
13334,122.744107977,194.069430044
13335,123.011785985,198.242788033
13336,123.973764211,199.755682689
13337,124.079997724,198.674493731
13338,120.451851912,184.441558895
13339,122.535618924,215.126525479
13340,122.953310758,198.837505764
13341,25.816527202,241.550830357
13342,26.4251070088,238.330134311
13343,46.0207443386,246.410681327
13344,39.3695431053,259.693155121
13345,24.5572073269,264.716467811
13346,30.6007144798,264.200839811
13347,32.0201811887,255.374831437
13348,31.1512742309,259.476161384
13349,34.3174250345,251.141843947
13350,48.7949536146,258.647969017
13351,45.2584297604,258.593536794
13352,41.5180799539,251.963918303
13353,39.3514663518,263.834186945
13354,37.9423226111,256.669112501
13355,40.7412954162,255.40051232
13356,40.9856993592,254.739190136
13357,40.9991734246,255.151677836
13358,40.6340401872,255.68504758
13359,40.6179974652,256.271591427
13360,41.0371519573,255.472926337
13361,41.4386947822,255.667074294
13362,133.94971636,271.232659822
13363,134.314798966,271.413086417
13364,134.296872677,270.318521818
13365,133.506583205,269.270655112
13366,133.81371208,269.230706681
13367,133.853062037,269.022857329
13368,133.762653469,268.805808638
13369,133.483731714,267.928826979
13370,133.330423811,267.683271323
13371,134.194356104,269.864335399
13372,134.211194983,270.167958133
13373,129.84639238,255.471269231
13374,112.200250055,267.264616684
13375,109.699421707,258.340772546
13376,113.637672905,264.389792492
13377,124.912166119,194.352923711
13378,122.141853028,190.216979081
13379,124.164030563,197.939890164
13380,124.406259479,198.456842213
13381,124.119274217,197.405809132
13382,123.0665957,191.178815349
13383,124.761222375,191.116230422
13384,128.849690511,188.419778471
13385,129.117200588,190.826978125
13386,130.327715101,189.891660862
13387,126.646460977,187.457980167
13388,126.034289038,188.574428095
13389,128.148352128,201.397596294
13390,127.201740165,200.667323467
13391,127.382200111,201.504047855
13392,134.860282229,193.468036048
13393,123.827893471,192.307281697
13394,123.935878736,203.394922619
13395,123.199578452,197.538399092
13396,122.927030815,196.959462812
13397,123.628378754,197.702419711
13398,141.542618631,209.606541953
13399,133.349284042,193.381647579
13400,41.4995513631,255.242289098
13401,41.1324648593,256.050113279
13402,50.306121259,261.484879093
13403,36.8509634885,247.572626131
13404,39.1219694956,253.144196692
13405,33.3362280656,267.047955061
13406,40.4779078809,248.379848097
13407,36.6620656295,249.715754865
13408,43.6490371405,265.593930159
13409,38.7565098535,267.803372949
13410,31.9284773038,242.707358278
13411,35.7942186084,242.980430827
13412,46.7322328719,268.020383167
13413,44.7828137601,254.727372482
13414,109.991636868,254.968238596
13415,110.130173333,251.877532303
13416,127.187956146,267.513742481
13417,127.721632992,268.325640987
13418,109.47214315,248.652885979
13419,129.853064808,264.0744323
13420,129.512801885,263.406823637
13421,129.96886059,263.40856413
13422,130.029448304,263.811611164
13423,130.367202571,263.67804681
13424,128.396495177,261.875290538
13425,128.222387844,261.325671351
13426,126.172387443,189.5176263
13427,123.714221949,190.561833715
13428,123.133585496,190.625060464
13429,134.959772621,206.060831852
13430,136.440227516,209.143637397
13431,134.885064662,216.638341566
13432,133.207459279,212.551663827
13433,129.472880162,185.369982399
13434,125.033046947,207.378294273
13435,123.111938526,199.164215398
13436,122.339310056,199.31368337
13437,123.291028132,199.516686241
13438,123.624897503,198.620632128
13439,126.468434223,199.636459689
13440,125.494516584,198.479632409
13441,125.091882236,199.605874488
13442,122.203320243,193.164230786
13443,122.265566326,195.50470986
13444,123.335134386,194.600173873
13445,123.321915317,198.202496732
13446,122.902961721,200.026616578
13447,123.496629104,198.108904132
13448,124.718808207,196.959285793
13449,142.709342699,193.732830214
13450,140.221903531,188.555803246
13451,139.559600221,188.615713975
13452,127.255237498,189.429421229
13453,128.005385328,190.139176747
13454,132.194506865,273.183851396
13455,125.073346698,271.015419336
13456,124.203423034,270.903099481
13457,116.928262334,267.194188553
13458,116.755574369,267.503813622
13459,119.854353224,269.793585617
13460,125.371675191,270.050385295
13461,141.141205194,213.601328065
13462,140.787054661,205.203704943
13463,140.905372409,200.958752239
13464,137.573230638,203.127399685
13465,143.114960817,203.640052353
13466,127.443341261,207.656441301
13467,127.671039156,204.95597525
13468,129.982591518,207.780800058
13469,129.113034174,203.711140446
13470,127.206902853,203.010437695
13471,124.86338548,205.538602739
13472,132.745521722,192.514219061
13473,131.919768187,192.23941376
13474,120.627552402,186.601071796
13475,120.79695891,185.881807585
13476,122.565338017,186.756816157
13477,121.563187356,185.566787243
13478,121.435321931,183.115277698
13479,123.916726023,186.165170827
13480,121.312797169,183.851199221
13481,123.921826737,196.541837641
13482,123.354484575,196.28994535
13483,132.664559337,209.501317512
13484,125.71882844,193.094053031
13485,124.637689187,193.431563949
13486,127.695781179,187.871501557
13487,124.804531174,186.434220672
13488,122.743060634,185.492945706
13489,123.679409637,187.162679165
13490,123.619579952,197.82972943
13491,123.383803688,197.554438946
13492,130.253499814,201.057404174
13493,45.1038242331,250.502276919
13494,36.9116017755,234.587368945
13495,40.6156063146,238.151991058
13496,37.5498820302,237.62568315
13497,42.9798479626,234.218040691
13498,44.9714396253,240.90086879
13499,41.8708843263,241.081275545
13500,40.4377689687,244.10047849
13501,45.6298132748,262.459541025
13502,50.0657436404,263.108093836
13503,31.5732256196,238.539150944
13504,25.9079681354,255.9988717
13505,27.4510682275,250.721100172
13506,28.2702056212,243.794866419
13507,25.8047005041,245.595175115
13508,31.6797836027,246.280074863
13509,130.449825793,262.546461751
13510,131.367809383,263.668547366
13511,127.782453892,263.178077597
13512,128.425579728,263.752453787
13513,126.225232813,269.797878041
13514,122.080656761,270.089151963
13515,121.164266531,270.68441357
13516,124.36936348,269.802866489
13517,125.652138785,270.569652362
13518,127.066282277,271.491433486
13519,125.753446522,269.351063708
13520,126.568544498,268.273025078
13521,130.969965008,191.257603969
13522,133.557884947,190.771609444
13523,134.697952375,191.296960909
13524,135.027789638,192.275917948
13525,121.393887803,184.810437893
13526,122.868523411,185.094724674
13527,121.933749674,184.405733794
13528,121.494975448,184.426079668
13529,121.934619058,186.268399705
13530,120.14436535,185.081421165
13531,120.064843756,183.75669906
13532,125.129485912,189.995943813
13533,123.797103628,193.551116374
13534,122.91365922,191.965013892
13535,122.922714585,196.311251441
13536,122.164769818,191.592645039
13537,122.700938551,197.600403552
13538,122.841823995,197.564282465
13539,122.8497838,197.866953994
13540,120.786349391,184.140601022
13541,120.340465765,184.239183318
13542,120.863322519,187.587134844
13543,131.332699974,197.798982042
13544,128.398254699,198.577476726
13545,125.409469275,218.421926029
13546,124.966785046,218.075648618
13547,123.064403799,220.273513641
13548,125.288933758,220.96087448
13549,123.770075431,213.283030618
13550,134.836200613,203.771682883
13551,124.270169174,194.513552332
13552,123.042311079,195.511298842
13553,126.948987399,264.552555805
13554,126.853692553,263.871056981
13555,114.966169198,260.188818534
13556,125.596846863,265.117585545
13557,132.823834337,270.127570967
13558,133.257371438,269.129696766
13559,126.796308473,269.018648228
13560,127.123031623,268.656937135
13561,127.686823385,267.084385411
13562,128.751807463,266.521992737
13563,132.790900879,272.192120184
13564,128.872171779,266.807818891
13565,133.047735586,271.601386552
13566,132.653207527,273.036124057
13567,133.782385616,271.36336814
13568,133.404013406,272.442658294
13569,133.434114682,272.033667618
13570,133.520812581,272.328056793
13571,133.739158816,271.962737031
13572,143.02339834,207.133382739
13573,133.54443555,189.754449716
13574,141.370220519,197.993283895
13575,139.598564815,199.4357489
13576,142.939552753,199.107064962
13577,139.629312883,194.95808019
13578,135.318601227,189.047001771
13579,131.770301315,194.475098712
13580,125.266085827,196.428745921
13581,124.203224489,196.205982788
13582,124.724031575,197.901535867
13583,125.683358664,190.342579518
13584,136.845548068,212.144746644
13585,129.648087277,211.540713726
13586,123.104699946,188.174815852
13587,122.678776864,185.899074979
13588,124.576154517,188.62672053
13589,123.270305512,189.50848843
13590,124.730022202,187.320273003
13591,121.555445277,188.288562324
13592,124.236908754,217.55762289
13593,123.451844003,222.627510865
13594,126.39733487,217.248983052
13595,123.886794076,213.930008931
13596,123.320653698,214.025969683
13597,127.562970847,192.811875482
13598,137.087342074,196.158601228
13599,124.399576951,189.87500805
13600,124.190820898,196.921235735
13601,120.512493217,184.671103787
13602,120.901944284,184.355149949
13603,133.941749389,269.274525958
13604,133.253718411,267.822792054
13605,133.459537838,268.652541269
13606,120.461099984,258.471259184
13607,116.215411058,254.464672953
13608,127.346363616,266.228012855
13609,132.087321866,266.50251209
13610,126.904848632,265.222593186
13611,120.146325497,262.428943578
13612,117.411515147,250.443140391
13613,126.345677583,260.154401306
13614,125.029459213,260.92616387
13615,133.800870471,271.707016846
13616,133.495321678,269.461625748
13617,129.796648733,265.379079306
13618,129.774840582,266.535308021
13619,124.360559474,266.388315207
13620,131.572050369,273.604962571
13621,129.132558469,253.064594348
13622,129.687418853,268.620556996
13623,129.083136183,186.953002844
13624,134.1086232,186.062710857
13625,126.17666228,187.769212794
13626,125.524916655,187.508629728
13627,123.904209753,208.423710963
13628,124.655714023,202.528213828
13629,144.162191273,216.404002593
13630,125.522245115,197.465473082
13631,132.87483717,187.67730331
13632,132.907561713,186.043917512
13633,131.381898747,185.46628937
13634,129.800789779,188.812993057
13635,122.830047819,203.941323175
13636,123.071183076,205.582738965
13637,124.660502333,211.772060897
13638,125.400871592,215.483824929
13639,126.230464908,191.944930761
13640,126.487867361,191.077972543
13641,126.621039162,190.451852758
13642,122.574919187,198.363209991
13643,122.959880356,198.412660317
13644,122.18121713,189.442086006
13645,133.059642621,201.993758746
13646,132.894866299,196.371047718
13647,134.947359553,199.66652272
13648,134.922894133,196.729332416
13649,120.863965949,183.316264624
13650,122.458149434,211.690361192
13651,119.540065624,127.549645907
13652,119.500245922,127.439138001
13653,119.465505648,127.175436543
13654,119.459740834,127.306898606
13655,119.479959621,127.382658052
13656,119.52040522,127.495734403
13657,117.977757466,124.200420843
13658,118.990193638,123.082126226
13659,118.882599962,122.944909778
13660,120.477418774,126.485357893
13661,120.425273272,126.402254852
13662,120.300777425,126.480268819
13663,120.352967437,126.563341266
13664,120.582136808,126.65279582
13665,120.529768692,126.568823891
13666,120.40534949,126.646794141
13667,120.457877221,126.730606452
13668,118.501328402,122.711225113
13669,120.637675963,126.879173688
13670,119.842282953,124.409614456
13671,119.61813268,124.472777273
13672,119.695604695,124.523744024
13673,121.880668704,127.316329393
13674,121.855806587,127.179597645
13675,121.861440653,127.090038888
13676,119.948643612,124.545526596
13677,119.804974132,124.532645647
13678,119.813539079,124.649215975
13679,120.024679596,124.642501299
13680,120.085427882,124.720238677
13681,119.982813612,124.829062339
13682,119.898930454,124.739989342
13683,120.24927325,124.808891947
13684,120.083855289,124.935783573
13685,121.573239008,127.5525628
13686,121.760444945,127.511318499
13687,121.67094234,127.639681542
13688,121.845799346,127.628574391
13689,120.409246258,124.654446538
13690,120.477939007,124.784507962
13691,120.503225681,124.553556115
13692,121.688817198,127.772863965
13693,121.796966569,127.919331318
13694,121.81698039,127.793076794
13695,120.419169233,124.427537585
13696,120.318131357,124.537997161
13697,120.198502169,124.704730445
13698,121.518177924,127.745984088
13699,121.537450453,127.865467475
13700,121.499100221,128.027697909
13701,120.327969479,124.31111091
13702,120.152602731,124.406664875
13703,120.257269787,124.460403834
13704,119.819491959,127.498548967
13705,118.76337881,125.013460889
13706,118.636951326,125.010614964
13707,118.728270309,124.906869241
13708,119.832493723,127.296469587
13709,119.622950455,127.15215627
13710,119.889046405,127.366462293
13711,119.655808979,127.416308099
13712,118.879719168,125.195325357
13713,118.77366562,125.18428754
13714,118.880276888,125.100933758
13715,118.787433789,125.079658196
13716,119.007896602,125.322537976
13717,118.971481195,125.217276131
13718,118.881956616,125.318038497
13719,119.153897402,125.450204854
13720,119.0354993,125.511974556
13721,119.059967109,125.389855505
13722,119.204182374,125.555296479
13723,119.3363792,125.683024255
13724,119.20338355,125.729799727
13725,119.017392166,127.234449076
13726,119.284297864,125.254215599
13727,119.39162534,125.446898741
13728,119.566103743,125.252004329
13729,119.516883676,125.07196303
13730,119.547190499,125.110868388
13731,119.486487162,125.033160488
13732,119.483758823,124.910053263
13733,119.355604385,124.905999983
13734,119.38265931,125.020591962
13735,119.089255134,125.125085131
13736,119.149965107,125.202643547
13737,119.205551864,125.034074593
13738,120.451564945,127.109984811
13739,120.413214212,127.07806986
13740,118.533845106,123.976544882
13741,118.242402519,124.04122762
13742,120.437886367,126.975483614
13743,120.321803158,126.932040723
13744,120.311688422,127.054576702
13745,118.297789824,123.718513827
13746,118.406572807,123.76231538
13747,118.202886046,123.916488617
13748,118.171913238,123.815563755
13749,120.216916009,126.764875589
13750,120.256301071,126.827810433
13751,120.282375921,126.869633724
13752,118.0779145,123.514529915
13753,118.110799871,123.614840449
13754,118.204224394,123.666331622
13755,120.076469481,126.678977927
13756,120.202548442,126.59998797
13757,120.099378855,126.577435278
13758,120.177732367,126.702278763
13759,118.41238809,123.314232205
13760,118.519082547,123.45177226
13761,119.984829834,126.532942786
13762,120.110927783,126.45396663
13763,119.999563729,126.396273745
13764,118.3655454,123.500666259
13765,118.193096841,123.426155054
13766,118.236148368,123.516645964
13767,119.870314545,126.398884345
13768,119.882129116,126.304949964
13769,119.815596985,126.278316256
13770,119.701056903,126.148992915
13771,119.733716451,126.257933266
13772,119.849212255,126.095521691
13773,119.791662865,123.936422894
13774,121.881787406,128.372970434
13775,121.909734863,128.19593519
13776,119.940815489,123.660298455
13777,119.77991545,123.818225546
13778,121.925605242,128.094950043
13779,121.941583302,127.993913885
13780,121.957511661,127.892873028
13781,120.333894356,123.333139082
13782,120.117034912,123.5340655
13783,120.233619758,123.443387358
13784,121.973450332,127.791838393
13785,121.989361685,127.690819863
13786,122.001411132,127.615095653
13787,122.021478304,127.552645896
13788,120.404159552,123.181910735
13789,120.465439466,123.261550219
13790,120.581540858,123.169703068
13791,122.261365664,127.434341337
13792,119.954259764,123.483556174
13793,120.103893176,123.338342186
13794,122.155439978,127.820533333
13795,122.1713822,127.719526425
13796,122.187302767,127.618587784
13797,122.20880371,127.535594843
13798,119.735825476,123.623970011
13799,119.656947769,123.482360793
13800,122.107641675,128.123627326
13801,122.123508034,128.022611024
13802,122.139470683,127.921576518
13803,120.064581267,123.224350879
13804,119.899520666,123.387078039
13805,119.911950529,123.269297026
13806,119.78496903,123.365706002
13807,122.067748955,128.376115269
13808,120.046292709,122.001931612
13809,123.264162075,127.371626649
13810,123.468918743,127.348225253
13811,119.973119037,121.868079682
13812,123.722062808,127.338768412
13813,123.93453831,127.322278742
13814,124.079929648,127.312884001
13815,120.011448365,121.637172524
13816,119.877390523,121.744320002
13817,123.777508118,127.155034939
13818,123.923155456,127.143379554
13819,119.782478423,121.362197915
13820,119.780732706,121.61018898
13821,120.232629039,121.339170765
13822,123.491720584,127.174257629
13823,123.313488096,127.184908291
13824,120.582727627,121.022890973
13825,123.000713781,127.158408684
13826,122.981638852,127.259754686
13827,122.760810026,127.24668714
13828,122.616370971,127.287680148
13829,122.610103298,127.1738001
13830,122.326488199,127.30810587
13831,122.31892712,127.193022899
13832,122.471840101,127.298183451
13833,122.464512704,127.183453089
13834,120.052332857,121.238930298
13835,122.027435006,127.329111903
13836,122.027200473,127.212345004
13837,122.181005865,127.317682297
13838,122.173389421,127.202448679
13839,119.51294389,122.514039224
13840,122.638246646,128.233025639
13841,122.646175528,128.182559481
13842,122.654330112,128.13214085
13843,122.661956167,128.081569929
13844,119.11239818,121.975737116
13845,122.684608803,128.421469301
13846,122.54156237,128.347150553
13847,122.700581089,128.32051753
13848,119.212418095,121.897610221
13849,122.582327274,128.586807078
13850,122.598283084,128.485514997
13851,122.590456145,128.536085633
13852,119.578330647,122.368694672
13853,119.655449911,122.467079413
13854,119.47582954,122.238741854
13855,122.50171888,128.823414388
13856,123.317436765,126.662704233
13857,123.47579916,126.641174838
13858,123.464580866,126.752706347
13859,123.480043402,126.997555849
13860,123.472051389,126.87446182
13861,121.313224366,120.277661723
13862,121.593987227,120.33561362
13863,121.501118346,120.316756469
13864,123.613183214,126.805486602
13865,123.656410755,126.718476807
13866,123.795682696,126.823741532
13867,121.397328807,120.445539272
13868,121.547473618,120.490975798
13869,121.252113687,120.400121138
13870,124.068670703,126.966140636
13871,123.909766805,126.938976878
13872,121.453351905,121.594522219
13873,123.200893563,128.480614267
13874,123.185751554,128.61566892
13875,121.368852382,121.893935345
13876,121.484663561,121.912986479
13877,121.255159603,121.802037403
13878,123.420915171,128.321836698
13879,123.494257041,128.394885305
13880,123.341048381,128.465429148
13881,121.046730244,121.758993012
13882,121.146065401,121.785558248
13883,123.733503231,128.092237114
13884,123.852584926,128.004463541
13885,123.592503379,128.196044753
13886,120.857152365,121.643298976
13887,120.620278694,121.626620328
13888,123.641953017,128.298970934
13889,123.926688145,128.105343152
13890,123.788324081,128.205097516
13891,119.36709241,120.578776566
13892,119.421492373,120.468038032
13893,122.335406077,126.421056503
13894,122.555496764,126.372617585
13895,122.70129712,126.374414714
13896,122.324259765,126.527132753
13897,122.641095287,126.527050658
13898,122.564438928,126.470286742
13899,122.355518772,126.636820349
13900,122.573941677,126.622088507
13901,122.719418752,126.612064016
13902,118.99985087,120.261764492
13903,119.213547427,120.354683702
13904,123.473464848,124.335202085
13905,123.171877826,123.983467616
13906,123.42951498,124.016128729
13907,123.085302421,123.66766037
13908,123.23032517,123.836962038
13909,122.989138918,123.812208424
13910,122.782630808,123.803493171
13911,122.769932459,123.948211732
13912,122.912164482,123.536168386
13913,122.7792737,123.644221127
13914,122.917289579,123.681782
13915,122.679196655,123.485415502
13916,122.753076334,123.423094661
13917,122.652662823,123.604029934
13918,122.570237888,123.930831391
13919,122.584410924,123.771578989
13920,122.41528405,123.847117307
13921,122.32820724,123.78958241
13922,122.4699919,123.584873545
13923,122.494251597,123.42042776
13924,122.417888236,123.222721069
13925,122.633727341,123.280123243
13926,122.230614612,123.464479138
13927,122.331719925,123.479729268
13928,122.195089761,123.711946742
13929,122.170322555,123.876673625
13930,121.98416838,123.764453112
13931,122.070234818,123.524601359
13932,122.095020811,123.3598218
13933,122.182876658,123.111113608
13934,122.277422832,123.13935586
13935,124.551003516,125.552186605
13936,125.529827657,125.98482562
13937,125.681537202,126.212685182
13938,125.986262098,126.78387394
13939,125.986307686,126.675367021
13940,125.771712674,126.552071324
13941,125.70410894,126.649243743
13942,125.338379656,126.312422251
13943,125.513480211,126.403496948
13944,125.284897175,126.497609494
13945,125.397953019,126.532229485
13946,125.531599104,126.583278273
13947,124.991872665,126.438359301
13948,125.189531597,126.478248029
13949,125.091304143,126.458447205
13950,125.059127208,126.210412112
13951,125.154930754,126.243760927
13952,125.2479898,126.278410467
13953,124.859566088,126.466366638
13954,122.792496508,125.70348644
13955,122.828022562,125.584700599
13956,122.702977023,126.216857187
13957,122.718057373,126.035381871
13958,122.847295921,126.229119125
13959,122.862963944,126.04871024
13960,123.014859713,126.061881642
13961,123.142151317,126.073042787
13962,123.179537947,125.938269876
13963,122.996974643,126.268562692
13964,123.005740291,126.166564262
13965,123.180978219,126.186394494
13966,123.425618931,126.07179198
13967,123.329346148,126.183734145
13968,125.428827416,261.654795771
13969,127.770197642,264.564864212
13970,128.704671275,260.747767834
13971,129.773312994,261.055920923
13972,122.294768171,265.486136113
13973,121.533673187,267.390642401
13974,128.572360079,259.843523649
13975,131.77306707,271.328487003
13976,129.475438061,267.262464054
13977,126.163509786,271.414561405
13978,133.625034037,268.043374903
13979,132.039719682,268.078706706
13980,131.79138208,270.312227602
13981,130.357813792,269.944479579
13982,142.443920782,195.241769405
13983,142.298029217,190.428889859
13984,141.586498164,187.368518678
13985,132.491126729,191.527895801
13986,128.973043681,193.717963464
13987,130.192724758,192.290548204
13988,123.065472089,198.618845846
13989,124.088313348,201.306719223
13990,123.102792888,202.698162267
13991,127.527809821,185.132532617
13992,124.773418604,204.294227397
13993,120.544498585,183.717692353
13994,124.574136205,197.353378846
13995,122.198329278,197.420059096
13996,122.492826255,197.913932253
13997,122.508378119,197.638547777
13998,126.89701279,210.604453748
13999,136.227943226,193.154776258
14000,131.955513611,189.705652943
14001,128.117838259,190.859964238
14002,120.40109792,122.077722946
14003,120.401141586,121.911605715
14004,120.498591103,121.926284622
14005,124.655076554,127.794078117
14006,120.539389403,122.042180045
14007,120.610074843,122.02515699
14008,120.662569766,122.032951127
14009,124.52695007,128.262272859
14010,124.430333464,128.207310902
